south_1,south_2,north_1,north_2,east_1,east_2,west_1,west_2,datetime,intersection,day,day_name
44,47,45,47,39,51,49,44,2024-04-15 19:15:00,Yonge and Bloor,0,Monday
50,46,42,44,50,41,52,49,2024-04-15 19:30:00,Yonge and Bloor,0,Monday
48,38,46,45,39,43,52,48,2024-04-15 19:45:00,Yonge and Bloor,0,Monday
27,28,28,25,29,33,30,31,2024-04-15 20:00:00,Yonge and Bloor,0,Monday
27,26,25,26,29,29,31,27,2024-04-15 20:15:00,Yonge and Bloor,0,Monday
28,25,28,25,31,26,32,29,2024-04-15 20:30:00,Yonge and Bloor,0,Monday
26,28,25,24,29,29,28,27,2024-04-15 20:45:00,Yonge and Bloor,0,Monday
25,24,25,28,29,29,30,28,2024-04-15 21:00:00,Yonge and Bloor,0,Monday
26,24,29,25,31,33,27,27,2024-04-15 21:15:00,Yonge and Bloor,0,Monday
26,25,24,28,29,30,29,27,2024-04-15 21:30:00,Yonge and Bloor,0,Monday
26,24,28,26,30,26,26,31,2024-04-15 21:45:00,Yonge and Bloor,0,Monday
28,25,24,27,28,29,29,31,2024-04-15 22:00:00,Yonge and Bloor,0,Monday
27,28,26,26,29,29,32,27,2024-04-15 22:15:00,Yonge and Bloor,0,Monday
24,27,24,28,29,28,28,29,2024-04-15 22:30:00,Yonge and Bloor,0,Monday
27,28,28,28,27,32,30,27,2024-04-15 22:45:00,Yonge and Bloor,0,Monday
2,1,2,2,6,3,3,5,2024-04-15 23:00:00,Yonge and Bloor,0,Monday
3,3,4,3,4,7,8,5,2024-04-15 23:15:00,Yonge and Bloor,0,Monday
2,1,3,1,6,4,4,7,2024-04-15 23:30:00,Yonge and Bloor,0,Monday
2,3,3,3,6,7,6,4,2024-04-15 23:45:00,Yonge and Bloor,0,Monday
4,2,3,2,7,4,5,6,2024-04-16 00:00:00,Yonge and Bloor,1,Tuesday
1,1,3,2,5,6,4,6,2024-04-16 00:15:00,Yonge and Bloor,1,Tuesday
2,3,4,1,4,4,3,6,2024-04-16 00:30:00,Yonge and Bloor,1,Tuesday
4,4,3,2,5,6,5,4,2024-04-16 00:45:00,Yonge and Bloor,1,Tuesday
2,2,2,2,6,3,3,4,2024-04-16 01:00:00,Yonge and Bloor,1,Tuesday
2,2,5,4,7,3,3,6,2024-04-16 01:15:00,Yonge and Bloor,1,Tuesday
2,3,3,4,7,6,8,4,2024-04-16 01:30:00,Yonge and Bloor,1,Tuesday
2,3,2,2,4,5,4,6,2024-04-16 01:45:00,Yonge and Bloor,1,Tuesday
1,3,5,3,6,6,5,5,2024-04-16 02:00:00,Yonge and Bloor,1,Tuesday
4,2,6,3,7,9,5,4,2024-04-16 02:15:00,Yonge and Bloor,1,Tuesday
1,3,2,4,7,5,7,6,2024-04-16 02:30:00,Yonge and Bloor,1,Tuesday
3,1,4,4,6,5,5,4,2024-04-16 02:45:00,Yonge and Bloor,1,Tuesday
5,1,2,2,7,3,6,5,2024-04-16 03:00:00,Yonge and Bloor,1,Tuesday
4,2,3,4,5,3,6,5,2024-04-16 03:15:00,Yonge and Bloor,1,Tuesday
1,3,3,1,4,7,6,7,2024-04-16 03:30:00,Yonge and Bloor,1,Tuesday
2,2,1,4,7,3,6,4,2024-04-16 03:45:00,Yonge and Bloor,1,Tuesday
4,3,4,1,4,9,7,5,2024-04-16 04:00:00,Yonge and Bloor,1,Tuesday
4,3,6,4,4,6,8,6,2024-04-16 04:15:00,Yonge and Bloor,1,Tuesday
2,3,6,1,4,5,5,7,2024-04-16 04:30:00,Yonge and Bloor,1,Tuesday
3,4,4,1,5,6,7,6,2024-04-16 04:45:00,Yonge and Bloor,1,Tuesday
27,28,25,28,30,29,30,31,2024-04-16 05:00:00,Yonge and Bloor,1,Tuesday
25,27,30,24,28,31,29,29,2024-04-16 05:15:00,Yonge and Bloor,1,Tuesday
24,24,26,27,27,27,28,29,2024-04-16 05:30:00,Yonge and Bloor,1,Tuesday
31,28,29,24,31,32,29,28,2024-04-16 05:45:00,Yonge and Bloor,1,Tuesday
28,28,26,26,30,29,27,31,2024-04-16 06:00:00,Yonge and Bloor,1,Tuesday
24,27,25,28,30,27,31,30,2024-04-16 06:15:00,Yonge and Bloor,1,Tuesday
30,26,26,26,30,30,26,29,2024-04-16 06:30:00,Yonge and Bloor,1,Tuesday
25,25,26,24,29,31,27,30,2024-04-16 06:45:00,Yonge and Bloor,1,Tuesday
32,26,26,27,31,29,32,31,2024-04-16 07:00:00,Yonge and Bloor,1,Tuesday
28,27,28,26,27,26,26,30,2024-04-16 07:15:00,Yonge and Bloor,1,Tuesday
27,27,27,28,27,28,30,31,2024-04-16 07:30:00,Yonge and Bloor,1,Tuesday
28,27,26,26,27,28,30,29,2024-04-16 07:45:00,Yonge and Bloor,1,Tuesday
39,39,40,39,44,41,43,43,2024-04-16 08:00:00,Yonge and Bloor,1,Tuesday
41,39,40,39,43,41,41,44,2024-04-16 08:15:00,Yonge and Bloor,1,Tuesday
39,41,41,39,42,42,43,42,2024-04-16 08:30:00,Yonge and Bloor,1,Tuesday
43,39,40,41,43,43,41,44,2024-04-16 08:45:00,Yonge and Bloor,1,Tuesday
49,44,43,49,52,45,46,45,2024-04-16 09:00:00,Yonge and Bloor,1,Tuesday
44,41,43,38,42,52,46,49,2024-04-16 09:15:00,Yonge and Bloor,1,Tuesday
48,37,41,37,46,54,49,48,2024-04-16 09:30:00,Yonge and Bloor,1,Tuesday
52,46,38,48,47,45,55,56,2024-04-16 09:45:00,Yonge and Bloor,1,Tuesday
40,52,47,53,48,43,40,42,2024-04-16 10:00:00,Yonge and Bloor,1,Tuesday
37,45,44,50,45,48,50,47,2024-04-16 10:15:00,Yonge and Bloor,1,Tuesday
42,47,51,49,55,45,46,40,2024-04-16 10:30:00,Yonge and Bloor,1,Tuesday
53,49,36,37,42,44,49,41,2024-04-16 10:45:00,Yonge and Bloor,1,Tuesday
49,42,52,45,51,49,47,48,2024-04-16 11:00:00,Yonge and Bloor,1,Tuesday
41,45,44,41,52,39,48,40,2024-04-16 11:15:00,Yonge and Bloor,1,Tuesday
43,52,44,48,42,43,40,52,2024-04-16 11:30:00,Yonge and Bloor,1,Tuesday
40,46,56,37,48,53,44,45,2024-04-16 11:45:00,Yonge and Bloor,1,Tuesday
28,25,26,24,29,28,27,30,2024-04-16 12:00:00,Yonge and Bloor,1,Tuesday
27,28,27,28,30,33,28,29,2024-04-16 12:15:00,Yonge and Bloor,1,Tuesday
25,28,25,28,29,32,27,30,2024-04-16 12:30:00,Yonge and Bloor,1,Tuesday
27,28,24,25,27,28,30,31,2024-04-16 12:45:00,Yonge and Bloor,1,Tuesday
30,24,26,28,30,29,31,27,2024-04-16 13:00:00,Yonge and Bloor,1,Tuesday
26,25,25,24,28,30,29,29,2024-04-16 13:15:00,Yonge and Bloor,1,Tuesday
28,28,24,26,28,33,26,30,2024-04-16 13:30:00,Yonge and Bloor,1,Tuesday
25,26,28,24,28,29,28,31,2024-04-16 13:45:00,Yonge and Bloor,1,Tuesday
26,25,26,28,28,29,29,27,2024-04-16 14:00:00,Yonge and Bloor,1,Tuesday
32,28,27,27,29,26,27,31,2024-04-16 14:15:00,Yonge and Bloor,1,Tuesday
29,26,28,28,30,29,29,28,2024-04-16 14:30:00,Yonge and Bloor,1,Tuesday
26,28,26,28,27,30,28,28,2024-04-16 14:45:00,Yonge and Bloor,1,Tuesday
26,24,31,24,31,27,29,29,2024-04-16 15:00:00,Yonge and Bloor,1,Tuesday
27,25,25,28,29,27,27,27,2024-04-16 15:15:00,Yonge and Bloor,1,Tuesday
26,28,25,27,30,26,27,28,2024-04-16 15:30:00,Yonge and Bloor,1,Tuesday
24,25,24,24,31,28,30,28,2024-04-16 15:45:00,Yonge and Bloor,1,Tuesday
25,25,25,24,28,29,30,27,2024-04-16 16:00:00,Yonge and Bloor,1,Tuesday
29,28,28,25,28,29,30,31,2024-04-16 16:15:00,Yonge and Bloor,1,Tuesday
32,28,25,26,28,32,26,28,2024-04-16 16:30:00,Yonge and Bloor,1,Tuesday
26,25,24,25,31,26,27,29,2024-04-16 16:45:00,Yonge and Bloor,1,Tuesday
49,46,36,43,40,43,56,54,2024-04-16 17:00:00,Yonge and Bloor,1,Tuesday
39,43,51,36,39,43,45,40,2024-04-16 17:15:00,Yonge and Bloor,1,Tuesday
43,47,46,42,53,50,54,40,2024-04-16 17:30:00,Yonge and Bloor,1,Tuesday
51,37,43,45,43,58,48,42,2024-04-16 17:45:00,Yonge and Bloor,1,Tuesday
36,37,56,39,41,42,45,47,2024-04-16 18:00:00,Yonge and Bloor,1,Tuesday
47,43,53,52,44,45,55,52,2024-04-16 18:15:00,Yonge and Bloor,1,Tuesday
46,41,45,43,49,52,42,42,2024-04-16 18:30:00,Yonge and Bloor,1,Tuesday
40,45,49,43,52,39,44,41,2024-04-16 18:45:00,Yonge and Bloor,1,Tuesday
45,53,55,37,54,44,41,40,2024-04-16 19:00:00,Yonge and Bloor,1,Tuesday
42,52,40,37,44,53,40,39,2024-04-16 19:15:00,Yonge and Bloor,1,Tuesday
43,49,38,43,46,42,52,56,2024-04-16 19:30:00,Yonge and Bloor,1,Tuesday
50,39,52,45,45,46,55,41,2024-04-16 19:45:00,Yonge and Bloor,1,Tuesday
26,28,28,25,30,29,31,31,2024-04-16 20:00:00,Yonge and Bloor,1,Tuesday
27,27,28,28,27,29,29,30,2024-04-16 20:15:00,Yonge and Bloor,1,Tuesday
24,28,28,25,31,26,30,28,2024-04-16 20:30:00,Yonge and Bloor,1,Tuesday
24,27,24,28,31,29,28,29,2024-04-16 20:45:00,Yonge and Bloor,1,Tuesday
25,24,28,27,30,29,26,28,2024-04-16 21:00:00,Yonge and Bloor,1,Tuesday
26,28,27,25,30,28,30,29,2024-04-16 21:15:00,Yonge and Bloor,1,Tuesday
25,27,27,26,27,26,30,28,2024-04-16 21:30:00,Yonge and Bloor,1,Tuesday
26,25,25,27,28,27,29,30,2024-04-16 21:45:00,Yonge and Bloor,1,Tuesday
28,26,27,24,30,28,30,28,2024-04-16 22:00:00,Yonge and Bloor,1,Tuesday
27,25,25,26,27,29,28,29,2024-04-16 22:15:00,Yonge and Bloor,1,Tuesday
26,25,25,24,29,26,26,31,2024-04-16 22:30:00,Yonge and Bloor,1,Tuesday
28,27,24,28,31,28,30,31,2024-04-16 22:45:00,Yonge and Bloor,1,Tuesday
4,1,7,1,4,5,3,5,2024-04-16 23:00:00,Yonge and Bloor,1,Tuesday
4,3,2,2,7,5,7,5,2024-04-16 23:15:00,Yonge and Bloor,1,Tuesday
1,3,7,4,4,6,5,5,2024-04-16 23:30:00,Yonge and Bloor,1,Tuesday
2,3,1,2,7,4,6,6,2024-04-16 23:45:00,Yonge and Bloor,1,Tuesday
3,2,7,2,4,6,6,7,2024-04-17 00:00:00,Yonge and Bloor,2,Wednesday
7,2,3,2,5,3,6,4,2024-04-17 00:15:00,Yonge and Bloor,2,Wednesday
2,4,2,4,7,5,5,7,2024-04-17 00:30:00,Yonge and Bloor,2,Wednesday
1,1,1,4,6,9,6,4,2024-04-17 00:45:00,Yonge and Bloor,2,Wednesday
1,1,3,4,5,7,5,6,2024-04-17 01:00:00,Yonge and Bloor,2,Wednesday
1,3,3,2,7,5,5,4,2024-04-17 01:15:00,Yonge and Bloor,2,Wednesday
2,3,3,4,5,6,8,6,2024-04-17 01:30:00,Yonge and Bloor,2,Wednesday
3,4,2,1,4,6,4,4,2024-04-17 01:45:00,Yonge and Bloor,2,Wednesday
2,3,5,2,5,3,3,6,2024-04-17 02:00:00,Yonge and Bloor,2,Wednesday
3,1,4,3,5,4,5,6,2024-04-17 02:15:00,Yonge and Bloor,2,Wednesday
4,2,4,1,4,3,8,6,2024-04-17 02:30:00,Yonge and Bloor,2,Wednesday
4,1,7,2,7,6,3,6,2024-04-17 02:45:00,Yonge and Bloor,2,Wednesday
2,1,3,2,7,6,6,7,2024-04-17 03:00:00,Yonge and Bloor,2,Wednesday
2,2,2,2,7,6,6,4,2024-04-17 03:15:00,Yonge and Bloor,2,Wednesday
7,1,1,4,5,3,6,6,2024-04-17 03:30:00,Yonge and Bloor,2,Wednesday
5,3,2,4,4,6,4,6,2024-04-17 03:45:00,Yonge and Bloor,2,Wednesday
2,4,3,1,5,3,6,4,2024-04-17 04:00:00,Yonge and Bloor,2,Wednesday
6,2,2,3,5,9,5,6,2024-04-17 04:15:00,Yonge and Bloor,2,Wednesday
7,2,3,4,4,8,6,7,2024-04-17 04:30:00,Yonge and Bloor,2,Wednesday
1,1,2,3,4,3,8,7,2024-04-17 04:45:00,Yonge and Bloor,2,Wednesday
25,25,28,28,28,30,29,29,2024-04-17 05:00:00,Yonge and Bloor,2,Wednesday
24,25,26,27,31,33,29,30,2024-04-17 05:15:00,Yonge and Bloor,2,Wednesday
30,26,27,25,28,26,29,31,2024-04-17 05:30:00,Yonge and Bloor,2,Wednesday
25,26,27,28,28,29,28,28,2024-04-17 05:45:00,Yonge and Bloor,2,Wednesday
24,24,27,26,30,26,28,31,2024-04-17 06:00:00,Yonge and Bloor,2,Wednesday
24,26,28,24,27,30,29,31,2024-04-17 06:15:00,Yonge and Bloor,2,Wednesday
27,27,25,28,31,28,30,29,2024-04-17 06:30:00,Yonge and Bloor,2,Wednesday
27,24,27,26,31,28,27,27,2024-04-17 06:45:00,Yonge and Bloor,2,Wednesday
25,26,27,28,28,33,26,28,2024-04-17 07:00:00,Yonge and Bloor,2,Wednesday
30,28,28,24,27,30,28,28,2024-04-17 07:15:00,Yonge and Bloor,2,Wednesday
27,25,24,24,28,31,28,27,2024-04-17 07:30:00,Yonge and Bloor,2,Wednesday
24,24,28,27,31,30,28,29,2024-04-17 07:45:00,Yonge and Bloor,2,Wednesday
39,41,40,41,44,46,41,43,2024-04-17 08:00:00,Yonge and Bloor,2,Wednesday
40,39,40,40,42,41,44,42,2024-04-17 08:15:00,Yonge and Bloor,2,Wednesday
43,41,40,39,42,42,42,42,2024-04-17 08:30:00,Yonge and Bloor,2,Wednesday
41,41,42,39,43,42,43,42,2024-04-17 08:45:00,Yonge and Bloor,2,Wednesday
54,53,46,42,47,44,55,55,2024-04-17 09:00:00,Yonge and Bloor,2,Wednesday
44,38,36,41,47,56,39,51,2024-04-17 09:15:00,Yonge and Bloor,2,Wednesday
40,44,39,46,40,46,47,52,2024-04-17 09:30:00,Yonge and Bloor,2,Wednesday
41,48,48,45,40,44,41,47,2024-04-17 09:45:00,Yonge and Bloor,2,Wednesday
42,52,52,47,55,57,43,41,2024-04-17 10:00:00,Yonge and Bloor,2,Wednesday
40,51,46,39,54,47,39,48,2024-04-17 10:15:00,Yonge and Bloor,2,Wednesday
47,50,43,44,56,44,46,47,2024-04-17 10:30:00,Yonge and Bloor,2,Wednesday
39,46,50,47,52,51,42,45,2024-04-17 10:45:00,Yonge and Bloor,2,Wednesday
40,42,43,42,56,54,39,50,2024-04-17 11:00:00,Yonge and Bloor,2,Wednesday
47,40,45,49,53,41,41,44,2024-04-17 11:15:00,Yonge and Bloor,2,Wednesday
41,38,52,47,49,47,42,41,2024-04-17 11:30:00,Yonge and Bloor,2,Wednesday
45,36,49,52,52,55,45,46,2024-04-17 11:45:00,Yonge and Bloor,2,Wednesday
24,24,26,25,27,27,30,29,2024-04-17 12:00:00,Yonge and Bloor,2,Wednesday
26,25,31,27,28,27,28,27,2024-04-17 12:15:00,Yonge and Bloor,2,Wednesday
26,24,27,24,30,30,30,31,2024-04-17 12:30:00,Yonge and Bloor,2,Wednesday
27,28,27,27,29,29,30,29,2024-04-17 12:45:00,Yonge and Bloor,2,Wednesday
25,26,24,27,29,30,29,29,2024-04-17 13:00:00,Yonge and Bloor,2,Wednesday
24,27,25,24,27,32,29,28,2024-04-17 13:15:00,Yonge and Bloor,2,Wednesday
27,26,24,27,27,29,28,27,2024-04-17 13:30:00,Yonge and Bloor,2,Wednesday
27,25,26,27,27,29,31,29,2024-04-17 13:45:00,Yonge and Bloor,2,Wednesday
24,27,25,26,28,29,28,27,2024-04-17 14:00:00,Yonge and Bloor,2,Wednesday
26,28,25,25,27,30,28,29,2024-04-17 14:15:00,Yonge and Bloor,2,Wednesday
27,25,25,26,30,26,29,29,2024-04-17 14:30:00,Yonge and Bloor,2,Wednesday
25,25,31,26,28,27,30,29,2024-04-17 14:45:00,Yonge and Bloor,2,Wednesday
27,27,25,27,29,33,26,30,2024-04-17 15:00:00,Yonge and Bloor,2,Wednesday
25,28,24,24,29,30,27,28,2024-04-17 15:15:00,Yonge and Bloor,2,Wednesday
28,25,27,24,30,27,28,29,2024-04-17 15:30:00,Yonge and Bloor,2,Wednesday
25,25,27,26,27,26,31,31,2024-04-17 15:45:00,Yonge and Bloor,2,Wednesday
27,27,28,25,29,33,32,28,2024-04-17 16:00:00,Yonge and Bloor,2,Wednesday
31,28,27,28,30,28,26,29,2024-04-17 16:15:00,Yonge and Bloor,2,Wednesday
27,24,28,27,31,26,28,30,2024-04-17 16:30:00,Yonge and Bloor,2,Wednesday
28,25,27,27,31,30,29,30,2024-04-17 16:45:00,Yonge and Bloor,2,Wednesday
39,50,53,52,54,54,39,43,2024-04-17 17:00:00,Yonge and Bloor,2,Wednesday
44,36,37,39,52,48,50,45,2024-04-17 17:15:00,Yonge and Bloor,2,Wednesday
51,46,47,44,43,55,47,48,2024-04-17 17:30:00,Yonge and Bloor,2,Wednesday
49,49,36,44,54,58,41,54,2024-04-17 17:45:00,Yonge and Bloor,2,Wednesday
48,52,52,53,50,54,38,45,2024-04-17 18:00:00,Yonge and Bloor,2,Wednesday
44,52,51,42,51,49,46,39,2024-04-17 18:15:00,Yonge and Bloor,2,Wednesday
40,36,45,41,50,41,55,40,2024-04-17 18:30:00,Yonge and Bloor,2,Wednesday
47,52,40,46,48,46,47,45,2024-04-17 18:45:00,Yonge and Bloor,2,Wednesday
45,48,54,41,45,54,40,48,2024-04-17 19:00:00,Yonge and Bloor,2,Wednesday
48,49,53,44,52,43,47,52,2024-04-17 19:15:00,Yonge and Bloor,2,Wednesday
43,53,41,53,44,42,44,40,2024-04-17 19:30:00,Yonge and Bloor,2,Wednesday
49,37,41,48,48,52,41,41,2024-04-17 19:45:00,Yonge and Bloor,2,Wednesday
27,27,26,27,28,28,26,31,2024-04-17 20:00:00,Yonge and Bloor,2,Wednesday
25,28,27,28,29,33,32,28,2024-04-17 20:15:00,Yonge and Bloor,2,Wednesday
25,26,24,25,30,30,32,27,2024-04-17 20:30:00,Yonge and Bloor,2,Wednesday
26,25,28,24,30,29,30,30,2024-04-17 20:45:00,Yonge and Bloor,2,Wednesday
27,27,27,25,29,29,30,30,2024-04-17 21:00:00,Yonge and Bloor,2,Wednesday
32,28,27,24,29,27,32,27,2024-04-17 21:15:00,Yonge and Bloor,2,Wednesday
28,25,26,28,29,30,30,29,2024-04-17 21:30:00,Yonge and Bloor,2,Wednesday
27,26,28,28,27,30,29,31,2024-04-17 21:45:00,Yonge and Bloor,2,Wednesday
28,24,28,26,30,29,27,28,2024-04-17 22:00:00,Yonge and Bloor,2,Wednesday
27,26,24,28,27,32,29,29,2024-04-17 22:15:00,Yonge and Bloor,2,Wednesday
26,26,31,26,29,27,30,27,2024-04-17 22:30:00,Yonge and Bloor,2,Wednesday
24,26,25,27,28,30,29,30,2024-04-17 22:45:00,Yonge and Bloor,2,Wednesday
4,1,1,1,6,7,6,6,2024-04-17 23:00:00,Yonge and Bloor,2,Wednesday
3,1,2,4,6,6,3,4,2024-04-17 23:15:00,Yonge and Bloor,2,Wednesday
2,1,1,4,4,6,4,4,2024-04-17 23:30:00,Yonge and Bloor,2,Wednesday
3,3,4,3,4,9,5,4,2024-04-17 23:45:00,Yonge and Bloor,2,Wednesday
3,4,3,2,4,6,6,7,2024-04-18 00:00:00,Yonge and Bloor,3,Thursday
2,3,3,2,7,4,5,7,2024-04-18 00:15:00,Yonge and Bloor,3,Thursday
4,2,1,2,4,6,4,6,2024-04-18 00:30:00,Yonge and Bloor,3,Thursday
7,1,2,2,5,5,3,4,2024-04-18 00:45:00,Yonge and Bloor,3,Thursday
3,1,4,2,6,3,8,5,2024-04-18 01:00:00,Yonge and Bloor,3,Thursday
1,2,1,4,5,7,3,7,2024-04-18 01:15:00,Yonge and Bloor,3,Thursday
2,4,4,4,4,8,5,7,2024-04-18 01:30:00,Yonge and Bloor,3,Thursday
3,2,2,1,7,3,3,6,2024-04-18 01:45:00,Yonge and Bloor,3,Thursday
3,2,1,2,6,3,8,4,2024-04-18 02:00:00,Yonge and Bloor,3,Thursday
4,2,7,4,6,6,6,4,2024-04-18 02:15:00,Yonge and Bloor,3,Thursday
4,1,3,3,7,9,3,4,2024-04-18 02:30:00,Yonge and Bloor,3,Thursday
3,2,3,1,7,6,7,7,2024-04-18 02:45:00,Yonge and Bloor,3,Thursday
4,3,5,2,7,4,3,6,2024-04-18 03:00:00,Yonge and Bloor,3,Thursday
4,3,4,3,4,8,4,6,2024-04-18 03:15:00,Yonge and Bloor,3,Thursday
7,2,4,2,4,4,6,7,2024-04-18 03:30:00,Yonge and Bloor,3,Thursday
2,4,1,3,6,6,4,7,2024-04-18 03:45:00,Yonge and Bloor,3,Thursday
1,4,2,2,4,6,6,5,2024-04-18 04:00:00,Yonge and Bloor,3,Thursday
2,4,3,4,6,6,4,4,2024-04-18 04:15:00,Yonge and Bloor,3,Thursday
2,2,4,3,6,4,5,7,2024-04-18 04:30:00,Yonge and Bloor,3,Thursday
4,4,2,2,7,6,3,6,2024-04-18 04:45:00,Yonge and Bloor,3,Thursday
31,24,27,26,29,32,32,30,2024-04-18 05:00:00,Yonge and Bloor,3,Thursday
27,25,27,25,28,30,28,30,2024-04-18 05:15:00,Yonge and Bloor,3,Thursday
26,26,27,25,27,31,28,30,2024-04-18 05:30:00,Yonge and Bloor,3,Thursday
26,24,26,24,27,32,29,30,2024-04-18 05:45:00,Yonge and Bloor,3,Thursday
28,27,25,25,31,29,28,27,2024-04-18 06:00:00,Yonge and Bloor,3,Thursday
28,25,26,26,30,26,30,31,2024-04-18 06:15:00,Yonge and Bloor,3,Thursday
25,25,27,27,28,30,26,28,2024-04-18 06:30:00,Yonge and Bloor,3,Thursday
26,25,30,25,29,28,28,29,2024-04-18 06:45:00,Yonge and Bloor,3,Thursday
27,24,25,25,31,26,31,27,2024-04-18 07:00:00,Yonge and Bloor,3,Thursday
25,25,24,24,29,32,30,28,2024-04-18 07:15:00,Yonge and Bloor,3,Thursday
26,26,24,28,27,30,29,27,2024-04-18 07:30:00,Yonge and Bloor,3,Thursday
26,26,28,25,27,27,28,29,2024-04-18 07:45:00,Yonge and Bloor,3,Thursday
41,41,39,40,44,42,42,42,2024-04-18 08:00:00,Yonge and Bloor,3,Thursday
45,41,39,40,44,43,42,42,2024-04-18 08:15:00,Yonge and Bloor,3,Thursday
44,40,39,40,43,43,43,42,2024-04-18 08:30:00,Yonge and Bloor,3,Thursday
41,40,41,40,42,42,42,44,2024-04-18 08:45:00,Yonge and Bloor,3,Thursday
41,36,51,50,48,56,53,45,2024-04-18 09:00:00,Yonge and Bloor,3,Thursday
51,53,38,37,49,50,54,55,2024-04-18 09:15:00,Yonge and Bloor,3,Thursday
46,38,56,39,47,44,47,56,2024-04-18 09:30:00,Yonge and Bloor,3,Thursday
43,40,49,48,53,52,52,47,2024-04-18 09:45:00,Yonge and Bloor,3,Thursday
53,45,45,44,41,41,54,40,2024-04-18 10:00:00,Yonge and Bloor,3,Thursday
47,45,49,44,52,40,42,53,2024-04-18 10:15:00,Yonge and Bloor,3,Thursday
53,46,48,45,55,49,46,56,2024-04-18 10:30:00,Yonge and Bloor,3,Thursday
50,51,50,45,39,48,46,44,2024-04-18 10:45:00,Yonge and Bloor,3,Thursday
50,53,45,39,40,45,46,54,2024-04-18 11:00:00,Yonge and Bloor,3,Thursday
52,52,45,44,49,45,50,40,2024-04-18 11:15:00,Yonge and Bloor,3,Thursday
50,53,46,53,45,49,52,40,2024-04-18 11:30:00,Yonge and Bloor,3,Thursday
50,45,44,52,55,53,51,40,2024-04-18 11:45:00,Yonge and Bloor,3,Thursday
24,26,24,28,29,31,27,28,2024-04-18 12:00:00,Yonge and Bloor,3,Thursday
28,24,26,28,27,30,29,31,2024-04-18 12:15:00,Yonge and Bloor,3,Thursday
28,26,27,25,27,30,29,29,2024-04-18 12:30:00,Yonge and Bloor,3,Thursday
25,28,25,24,31,27,27,30,2024-04-18 12:45:00,Yonge and Bloor,3,Thursday
27,28,31,26,28,26,26,31,2024-04-18 13:00:00,Yonge and Bloor,3,Thursday
28,25,27,25,28,31,27,30,2024-04-18 13:15:00,Yonge and Bloor,3,Thursday
28,24,26,24,31,33,30,31,2024-04-18 13:30:00,Yonge and Bloor,3,Thursday
27,26,26,25,27,29,30,28,2024-04-18 13:45:00,Yonge and Bloor,3,Thursday
28,26,26,28,28,29,29,31,2024-04-18 14:00:00,Yonge and Bloor,3,Thursday
27,27,28,26,29,29,30,29,2024-04-18 14:15:00,Yonge and Bloor,3,Thursday
25,27,27,28,28,32,29,31,2024-04-18 14:30:00,Yonge and Bloor,3,Thursday
24,24,31,27,28,32,29,31,2024-04-18 14:45:00,Yonge and Bloor,3,Thursday
24,24,27,28,27,31,28,30,2024-04-18 15:00:00,Yonge and Bloor,3,Thursday
26,26,24,24,30,30,28,27,2024-04-18 15:15:00,Yonge and Bloor,3,Thursday
27,25,29,24,28,29,30,31,2024-04-18 15:30:00,Yonge and Bloor,3,Thursday
27,26,28,24,28,30,28,28,2024-04-18 15:45:00,Yonge and Bloor,3,Thursday
26,27,25,24,30,26,30,29,2024-04-18 16:00:00,Yonge and Bloor,3,Thursday
27,24,25,28,28,31,30,30,2024-04-18 16:15:00,Yonge and Bloor,3,Thursday
27,27,24,26,27,27,29,31,2024-04-18 16:30:00,Yonge and Bloor,3,Thursday
30,26,28,26,30,33,30,28,2024-04-18 16:45:00,Yonge and Bloor,3,Thursday
51,45,45,43,46,41,56,53,2024-04-18 17:00:00,Yonge and Bloor,3,Thursday
39,42,47,52,52,40,53,42,2024-04-18 17:15:00,Yonge and Bloor,3,Thursday
41,37,53,38,48,49,41,43,2024-04-18 17:30:00,Yonge and Bloor,3,Thursday
53,53,47,48,44,42,53,41,2024-04-18 17:45:00,Yonge and Bloor,3,Thursday
44,50,40,43,50,44,45,41,2024-04-18 18:00:00,Yonge and Bloor,3,Thursday
36,52,52,47,55,52,50,40,2024-04-18 18:15:00,Yonge and Bloor,3,Thursday
50,45,51,37,54,42,53,47,2024-04-18 18:30:00,Yonge and Bloor,3,Thursday
52,38,52,49,50,51,49,50,2024-04-18 18:45:00,Yonge and Bloor,3,Thursday
48,39,46,52,43,46,54,52,2024-04-18 19:00:00,Yonge and Bloor,3,Thursday
45,52,43,41,44,52,41,52,2024-04-18 19:15:00,Yonge and Bloor,3,Thursday
42,39,46,42,47,52,48,45,2024-04-18 19:30:00,Yonge and Bloor,3,Thursday
37,36,39,37,41,54,53,43,2024-04-18 19:45:00,Yonge and Bloor,3,Thursday
25,24,24,28,31,26,30,30,2024-04-18 20:00:00,Yonge and Bloor,3,Thursday
29,28,26,28,28,27,29,29,2024-04-18 20:15:00,Yonge and Bloor,3,Thursday
28,27,28,28,27,28,29,29,2024-04-18 20:30:00,Yonge and Bloor,3,Thursday
27,26,28,26,31,28,28,29,2024-04-18 20:45:00,Yonge and Bloor,3,Thursday
26,24,26,24,30,29,27,27,2024-04-18 21:00:00,Yonge and Bloor,3,Thursday
26,26,28,28,31,28,28,29,2024-04-18 21:15:00,Yonge and Bloor,3,Thursday
25,27,25,25,28,26,27,29,2024-04-18 21:30:00,Yonge and Bloor,3,Thursday
28,25,28,25,27,28,28,31,2024-04-18 21:45:00,Yonge and Bloor,3,Thursday
